0.694204099,0.670511812,0.679166952,0.523127834,0.672035852,0.644338725,0.678157312,0.388225857,0.480927087,0.398971716,0.647047749,0.690265746,0.54341872,0.676051203,0.392385362,0.60741034,0.650243966,0.767584358,0.335965714,0.470034913,0.633341208,0.80846269,0.623581973,0.677725406,0.741612552,0.468341538,0.685092349,0.425570475,0.6242459,0.593080072,0.635283935,0.567745692,0.99188961,0.983676724,0.977624154,0.986963598,0.963326857,0.989022367,0.280589645
0.762588499,0.632425583,0.679166952,0.502255974,0.536083035,0.700168724,0.695950285,0.315859924,0.432297119,0.325250974,0.610872754,0.53419308,0.614019802,0.544167341,0.36811427,0,0.585172301,0.527689741,0.289699183,0.452836926,0.610652933,0.765159628,0.660747209,0.636921746,0.613430619,0.223968949,0.530635953,0.428080134,0.53643428,0.512682437,0.487499054,0.26074062,0.991966849,0.980257292,0.97269855,0.98855903,0.954253702,0.992239683,0.359491904
0.609675375,0.718560041,0.738233077,0.528566385,0.385210957,0.488081344,0.65684584,0.31527988,0.654898307,0.497410795,0.669664078,0.678298365,0.582442369,0.664086042,0.389561748,0.726868736,0.288303731,0.750624486,0.472947145,0.443194542,0.601575364,0.805856585,0.644965372,0.405944128,0.696302846,0.604860923,0.612398519,0.536867654,0.654409721,0.546805551,0.635207707,0.483124423,0.990271577,0.985489007,0.982346888,0.979207764,0.981410621,0.980889506,0.20960815
0.719758933,0.71358928,0.724919376,0.28510488,0.462996243,0.605382407,0.685955643,0.564532724,0.985825849,0.50631158,0.789376402,0.747881623,0.507562987,0.675601437,0.367266351,0.790041974,0.806750795,0.802006064,0.664427865,0.512415668,0.552356438,0.778239406,0.566778984,0.288308583,0.641363353,0.568140788,0.690795868,0.676061165,0.657460108,0.649865263,0.681340866,0.427361331,0.989339999,0.984308627,0.985219375,0.982673617,0.984182141,0.982965662,0.214687147
0.739566622,0.578289765,0.585383358,0.356581703,0.488839208,0.491159857,0.625173045,0.452590035,0.452410568,0.492558991,0.660616736,0.631577855,0.452086493,0.651806928,0.369052162,0.892492076,0.659615274,0.843475866,0.444595226,0.485740722,0.574616991,0.739604362,0.595716817,0.205646961,0.720536069,0.547349435,0.634027746,0.553566545,0.648118446,0.632472398,0.614814959,0.639402617,0.987091671,0.977431216,0.979750907,0.984189786,0.980736837,0.981956307,0.336707866
0.772783037,0.759605205,0.811121254,0.534340869,0.340224095,0.663262644,0.760744464,0.444520501,0.912575719,0.602400797,0.809831376,0.798918181,0.522632009,0.817825669,0.537708971,0.73941557,0.781965689,0.842135175,0.478328718,0.607282577,0.566521788,0.810544696,0.709649357,0.212327915,0.71042762,0.706572318,0.769313812,0.829053432,0.699639351,0.790352305,0.853797905,0.582340517,0.989037423,0.980674157,0.992654623,0.978615638,0.990113252,0.977918298,0.233846913
0.751465024,0.771573725,0.650618104,0.455679295,0.269009973,0.503220804,0.706675912,0.438619745,0.486161448,0.630953543,0.877038015,0.837083157,0.532017912,0.769824285,0.516177798,0.693876398,0.750322192,0.825732818,0.596061966,0.651553996,0.484076744,0.797063791,0.619578138,0.145341526,0.698223692,0.743994902,0.772994205,0.810092464,0.6940214,0.758832199,0.906956975,0.513074421,0.988138843,0.982616152,0.994592962,0.977116132,0.991135893,0.978668178,0.241511755
0.740594053,0.762709664,0.612999869,0.249396327,0.746895816,0.604490919,0.764677177,0.459054741,0.217272741,0.128049303,0.605259846,0.529695782,0.520367329,0.421510862,0.309682603,0.426599061,0.800235698,0.553699147,0.171364594,0.563807964,0.712041728,0.74573268,0.528130335,0.715619362,0.535185892,0.313136592,0.551256935,0.2857877,0.566271955,0.366326127,0.576204866,0.487402036,0.991753295,0.973825292,0.97828809,0.98852948,0.955030648,0.992302793,0.114066555
0.697878956,0.73500877,0.598903919,0.397244859,0.664763994,0.638855586,0.549602494,0.326321188,0.345174874,0.279689194,0.669437112,0.336094858,0.584819191,0.45619555,0.246105108,0.411415356,0.654694128,0.539233705,0.287380069,0.426854987,0.624590893,0.732521972,0.577907213,0.687101479,0.56455366,0.441927119,0.557985242,0.425175947,0.594262285,0.386253722,0.469605335,0.571455127,0.989753929,0.96069779,0.973978254,0.986481738,0.956806224,0.994833473,0.424450796
0.670669976,0.719688605,0.404988215,0.288019047,0.666375313,0.515123401,0.449762853,0.303534585,0.345948697,0.305574514,0.588125177,0.399713231,0.591086665,0.471060846,0.275279666,0.291375299,0.598324236,0.588615148,0.27301039,0.437225429,0.560849941,0.745080432,0.520346351,0.76345923,0.530030551,0.410288162,0.551848483,0.420899591,0.524315427,0.402371175,0.434022998,0.513293161,0.989975276,0.980651175,0.973808742,0.987429997,0.949348595,0.993775097,0.19846535
